subject,source_repo,source_path,verification_point,certainty,canonical_owner,estate_role,disposition,transform_required,links_that_must_survive,blocker,verifier,contradicted_by,contradiction_resolution,refuted,stale_on_copy,only_source_is_hub_summary,certainty_overclaimed,fact,origin_lane,survives,killed_by,canonical_state_source
The owner's naming and file-size rule for the successor's folders,fleet-manager,owner/intent-workbooks/successor/naming-and-file-size.md,sha@21b19be,OWNER,owner,practices/,distill,True,docs/decisions.md#d-0032,,read successor/naming-and-file-size.md in full at 21b19be; the owner quote sits in the header blockquote and the page's own `OWNER:` block at the bottom is blank — so the generator counts this page unanswered while it does carry his live words,owner/choose-estate-folder-structure.md's 2026-09-01 note calls this page 'answered 2026-09-01'; owner/intent-workbooks/PROGRESS.md (generated 17:49:17Z the same day) counts it unanswered,"resolved:both are right about different things — the owner's words are on the page (header blockquote) but not inside an `OWNER:` marker, so the generator, which only scans markers, is correct as a marker count and the cross-reference note is correct as a statement about content. The distilled item carries the words; the cross-reference note stays behind.",False,False,False,,"Owner, live 2026-09-01, verbatim: ""more folders and shorter but more specific files… the filename tells you exactly what the file contains… the folder name should tell you exactly which types of files are there… whenever an agent opens a file, it reads it whole."" Shape clarified the same day as nested, not sibling (superbot/goals/{completed,in-progress,planned}). Two conditions established alongside it: state encoded in a path needs a command that moves the file and a preflight lane that reds the build when path and contents disagree (docs/owner-comments/ + tools/owner_comments.py is the working pattern); and closed category sets belong in the path while open ones need an index. Four questions on it remain unanswered.",area:owner-workbooks,yes,,docs/current-state.md
"The owner-comments operating workflow (storage topology, unconsumed/consumed lifecycle, the consume command, the everything-is-public rule)",fleet-manager,docs/owner-comments/README.md,50c1b1e6effd2cd5ba0ae821889e511651cc67c5@2026-09-04T00:00:00Z,MEASURED,hub,practices/,distill,True,docs/owner-comments/README.md | docs/owner-comments/record.schema.json,,"read at docs/owner-comments/README.md@50c1b1e6, full file (118 lines), plus docs/owner-comments/websites/README.md as a worked instance of the generated index",,none,False,False,False,,"docs/owner-comments/README.md defines how owner feedback is stored and worked: state lives in the path (<repo>/unconsumed/ vs <repo>/consumed/), records are moved by tools/owner_comments.py consume --actor --evidence rather than edited, per-repo README indexes are generated by reindex and never hand-edited, the record and both indexes change in one diff, a record is never deleted, and every record and all its metadata are public so secrets and private-repo contents must not go there. The same file also carries crash-recovery/journal narrative and history, so it is live-and-historical in one file: the workflow rules distil forward, the narrative stays archived.",area:repos-and-owner-comments,yes,,docs/current-state.md
Working agreement and autonomy rails (CONSTITUTION.md),fleet-manager,CONSTITUTION.md,sha7d99f7d@2026-08-29; judge re-read lines 151-154 @2026-09-04,MEASURED,hub,practices/,distill,True,"substrate-kit docs/program/rulings.md (PL-NNN register) -- cite, never copy the ruling bodies","the migration manifest never names CONSTITUTION.md; its destination (folded with docs/intent.md into practices/how-we-work-here.md) is inferred by this audit, not a decided mapping","enumerator read CONSTITUTION.md@7d99f7d, full 154 lines; judge re-grepped 'Rails specific' and confirmed the empty section",,none,False,True,False,,"CONSTITUTION.md (154 lines, status binding) holds the working-agreement bullets (goal-first, session-prompts-are-guidance, capabilities-discovered-never-assumed, evidence-verify-don't-trust) and the twelve-item autonomy rider's adopter-side form. Its PL-ID citations point at substrate-kit's canonical register and are meant to be cited, never copied. Its 'Rails specific to fleet-manager' section is EMPTY -- judge re-verified at CONSTITUTION.md:151-154, only hand-fill instruction text, zero bullets -- so nothing repo-specific is lost.",area:run1-four-areas,yes,,docs/current-state.md
docs/conventions/adversarial-review.md — the [survived]/[conceded]/[partial] disposition vocabulary,fleet-manager,docs/conventions/adversarial-review.md,7ccc88a@2026-09-04,MEASURED,hub,practices/,distill,True,docs/conventions/adversarial-review.md | .claude/hooks/owner_review.py,"Correction the distillation must carry: conventions/README.md says the hook 'expects' all three tokens, but owner_review.py's text names [survived] only. State the contract from the hook, not from the README gist.","read docs/conventions/adversarial-review.md lines 1-60 and the vocabulary passage at lines 194-207 at 7ccc88a; grepped owner_review.py (hits at 186, 189 — [survived] only)",docs/conventions/README.md line 8 — claims the Stop hook expects all three tokens,"resolved: owner_review.py's own text is the primary and names [survived] only; the other two tokens are the review-record convention, not a hook expectation",False,False,False,,"The vocabulary is live: owner_review.py's own prompt text instructs the session to answer with 'one line marked [survived] naming what you read or ran', and CLAUDE.md makes the three-token tally binding for any adversarial review. The document carrying it is a long self-declared 'reference · proposal with a verification record, not ratified policy' whose body is the 2026-08-06 design argument and its own correction record — live contract and historical argument in one file, so it is a split, not a copy.",area:apparatus,yes,,docs/current-state.md
docs/conventions/vertex-first-for-gemini.md — Gemini routing,fleet-manager,docs/conventions/vertex-first-for-gemini.md,7ccc88a@2026-09-04,MEASURED,hub,practices/,distill,True,docs/conventions/vertex-first-for-gemini.md | docs/providers/gemini.md | docs/decisions.md,"Carry only the header rule; the credit-era Vertex recipe and the euro balance stay in the archive. Model ids and key-class facts are dated 2026-08-29 and decay — restate them with their date and certainty tag, never as timeless.",read docs/conventions/vertex-first-for-gemini.md lines 1-60 at 7ccc88a,.claude/CLAUDE.md capability ledger (owner live 2026-08-29) | docs/conventions/README.md line 14 (gist still summarises the 2026-08-05 Vertex-first directive),resolved: the file's own header supersedes its body by the body's own exit clause and agrees with CLAUDE.md; only the conventions/README one-line gist is stale and must not be carried,False,True,False,,"OPENED THIS PASS, and the enumerator's unresolved flag is wrong: the file's own header is titled 'the free key is the route; Vertex retired 2026-08-29', quotes the owner live ('the paid/vertex route does not work anymore since the free credits timed out a few days ago'), states the current rule (free GEMINI_API_KEY for everything it serves; GEMINI_API_KEY_PAID still bills the owner's card and is authorized without asking for what the free key cannot serve), and records gemini-3.6-flash working / gemini-2.5-flash 404ing, MEASURED 2026-08-29. Everything below a horizontal rule is explicitly labelled 'the credit-era record (2026-08-05 -> 2026-08-29)'. Live rule and retired recipe in one file.",area:apparatus,yes,,docs/current-state.md
"playbook.md's nine surviving rules (R1, R2, R16, R17, R22, R24, R28, R29, R30)",fleet-manager,docs/playbook.md,14ea77e@2026-09-04; judge re-read the mixed-era banner @2026-09-04,MEASURED,hub,practices/,distill,True,CONSTITUTION.md | .claude/skills/session-close/SKILL.md -> the hub's rebuilt skill | docs/workflow-pr-merge-policy.md -> archive URL (R30's why-not-a-CI-gate rationale),"390 lines, explicitly mixed-era: the nine surviving rules are interleaved with ~30 rules describing retired seat/dispatch/roster mechanics and must be extracted, never carried whole",enumerator read playbook.md in full (all eight sections) @14ea77e; judge re-read the banner confirming 'current procedure comes from .claude/CLAUDE.md',R24's relay mechanics vs .claude/CLAUDE.md's 2026-09-02 position that Codex auto-triggers are off and only the comment triggers a review,"resolved: playbook.md's own banner defers current procedure to .claude/CLAUDE.md; only R24's authenticity-gate principle survives, not its relay mechanics",False,False,False,,"R1 (read at HEAD, never a stale clone), R2 (verify against repos, never against agent reports), R16 (the owner is a non-coder -- plain language, pre-chewed decisions, one deduplicated owner queue), R17 (no owner ask without attempted-or-exact-wall evidence it is truly owner-only), R22 (verify repo visibility by one live API call, never assert), R24 (the @codex review-relay convention and its authenticity gate), R28 (repo-qualify every path/PR/issue -- owner/repo#N, never bare #N), R29 (the owner never reviews PRs; feature PRs land on green; only the destructive tier holds) and R30 (workflow-touching PRs are agent-merged after Codex-clean) are the rules the file's own mixed-era banner names as still binding.",area:run1-four-areas,yes,,docs/current-state.md
HANDOFF.md's newest-session-card pointer cannot be trusted literally in this snapshot,idea-engine,HANDOFF.md,df6b027372b046678491e9ae306fc36cef61c01f@2026-09-04,MEASURED,idea-engine,practices/,distill,True,idea-engine .sessions/ directory,none; refuter dropped it: not_needed_for_routing,this session,.sessions/ tree listing,resolved: tree listing is ground truth over the auto-generated pointer,True,True,False,,"HANDOFF.md names .sessions/2026-07-16-v097-simpsons-mirror.md as the newest card; the actual newest of 504 committed cards is .sessions/2026-08-23-front-door-supersession.md, over five weeks and dozens of cards later — HANDOFF.md is supposed to regenerate every boot but is stale as committed.",repo:menno420/idea-engine,no,refuted by an adversarial lens,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
Build gates,spider-swing,README.md (## Verifying section),fc64a3fbb25ff8be21a7bbeceb1d5c8275d614f0@2026-09-04T00:00:00Z,MEASURED,spider-swing,practices/,distill,True,docs/technical/testing.md,"none; adversary: successor_seed[5] 'Build gates' — MEASURED should be REASONED, and the branch-requirement half is unverified: no rulesets/branch-protection endpoint was read, a; refuter dropped it: no_primary_source",claude,,none,True,False,False,True,"spider-swing's main branch requires both the substrate-gate and a game-specific game-quality check (architecture + headless test suite via tools/verify.py) before landing; the two never call each other, and any future estate fix PR to this repo needs both green.",repo:menno420/spider-swing,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,docs/current-state.md
Front door / reading order for a cold agent,websites,docs/AGENT_ORIENTATION.md,48b75de8fd305a9ab658d18a3fa8962ec63b8fea@2026-09-04,MEASURED,websites,practices/,distill,True,docs/AGENT_ORIENTATION.md,none; refuter dropped it: product_truth_duplicated,"claude-sonnet-5 audit session, 2026-09-04",,none,True,False,False,,docs/AGENT_ORIENTATION.md is the router doc (start-every-session list: CLAUDE.md -> current-state.md -> CAPABILITIES.md -> itself) with a full planted-doc map and binding architecture/ownership/mutation-seam contracts; README.md alone does not point to it.,repo:menno420/websites,no,refuted by an adversarial lens,docs/current-state.md
Canonical mechanics and state docs,couch-legend,docs/current-state.md,d877ed0b611418f35ad9e578785b012a844d1992@2026-09-04,MEASURED,couch-legend,repositories/,carry,False,docs/DESIGN.md | docs/current-state.md,none,fetched and read docs/current-state.md at the pinned SHA; blob sha/size cross-checked against tree.json,,none,False,False,False,,"docs/DESIGN.md is the binding mechanics map (read before changing any number); docs/current-state.md is the living-ledger current-state source (In flight / Recently shipped / Next / Review rhythm sections, kit-generated).",repo:menno420/couch-legend,no,product truth (couch-legend) carried whole into the hub,docs/current-state.md
Product identity and purpose,couch-legend,README.md,d877ed0b611418f35ad9e578785b012a844d1992@2026-09-04,MEASURED,couch-legend,repositories/,distill,True,https://menno420.github.io/couch-legend/ | README.md | docs/DESIGN.md | docs/ORIGIN.md,none,fetched README.md at the pinned SHA and cross-checked its layout claims against the live tree,,none,False,False,False,,"Couch Legend is an idle stoner sim, TypeScript/Vite/React, live at https://menno420.github.io/couch-legend/, reconstructed from a Grok App Builder one-prompt prototype (idle-stoner.grok.me) into an owned, tested codebase; long-term goal is a Capacitor-shell Android app on the same mechanics base.",repo:menno420/couch-legend,yes,,docs/current-state.md
Identity and purpose,creator-kit,README.md,741f429a2e96587aa27075085b85df889531d2a7@2026-09-04,MEASURED,creator-kit,repositories/,distill,True,README.md,none,"opened README.md, confirmed against tree.json (8 shapes each with matching freecad/exports/*.step+*.stl and godot/assets/freecad/*.obj)",,none,False,False,False,,"creator-kit is a reusable, deliberately non-coding starting point for physical design work: a FreeCAD parametric library (8 named parts driven by freecad/dimensions.txt) whose exports feed a Godot workbench scene at 1 Godot unit = 1 metre. Windows .cmd launchers are the primary UX.",repo:menno420/creator-kit,yes,,docs/current-state.md
substrate-kit v1.21.0 is vendored whole,creator-kit,bootstrap.py,741f429a2e96587aa27075085b85df889531d2a7@2026-09-04,MEASURED,creator-kit,repositories/,archive_only,False,,none; refuter dropped it: stale_on_copy,confirmed bootstrap.py and substrate.config.json size/presence in tree.json; opened docs/decisions.md D-0001 confirming the kit-adoption decision,,none,True,True,False,,"bootstrap.py (1,423,703 bytes) and substrate.config.json are committed at repo root; the repo's governance (CONSTITUTION.md, docs/decisions.md D-0001, control/, .sessions/) all derive from this vendored kit rather than being repo-authored.",repo:menno420/creator-kit,no,refuted by an adversarial lens,docs/current-state.md
Disambiguation: recurring bot backup does NOT live here,estate-backups,"README.md (what it fails to say) + docs/repos/estate-backups/README.md (fleet-manager, which does say it)",c1439abb35976ca706c19f7817823d09b443a8e0@2026-09-04,MEASURED-PRIOR,hub,repositories/,carry,False,,none; refuter dropped it: no_primary_source,"2026-08-23 active-repo-intent-audit, re-confirmed by this session against unchanged tree",,none,True,False,False,,"The recurring bot-database backup is a superbot workflow (daily then weekly since sb #2446), not anything in estate-backups. This repo has produced exactly one archive so far, a one-shot pre-deletion dump.",repo:menno420/estate-backups,no,refuted by an adversarial lens,docs/repos/estate-backups/README.md (in fleet-manager; the repo itself has no state source — README.md is 130 bytes identity-only)
Front door is inadequate on its own,estate-backups,README.md,c1439abb35976ca706c19f7817823d09b443a8e0@2026-09-04,MEASURED,estate-backups,repositories/,distill,True,,none; refuter dropped it: not_needed_for_routing,"this audit, byte-count and content confirmed identical to 2026-08-23 finding",,none,True,False,False,,"README.md is 130 bytes, identity-only, and does not carry the disambiguation, workflow purposes, or one-shot-vs-recurring distinction that a cold session needs — the full context exists only in the workflow file headers and in fleet-manager's Layer-2 doc.",repo:menno420/estate-backups,no,refuted by an adversarial lens,docs/repos/estate-backups/README.md (in fleet-manager; the repo itself has no state source — README.md is 130 bytes identity-only)
estate-backups purpose and one-shot-venue pattern,estate-backups,".github/workflows/dump.yml, .github/workflows/sizing.yml",c1439abb35976ca706c19f7817823d09b443a8e0@2026-09-04,MEASURED,estate-backups,repositories/,distill,True,docs/repos/estate-backups/README.md in fleet-manager (archived),none,"this audit, live GitHub API read at pinned SHA",,none,False,False,False,,"Private Actions-only venue for one-shot Railway-Postgres work the session container cannot reach directly (80/443-only egress); each workflow uses a sealed-box one-shot secret (PUT via API, dispatch, read log, DELETE secret) so no DSN is ever durable. Not a recurring backup job.",repo:menno420/estate-backups,yes,,docs/repos/estate-backups/README.md (in fleet-manager; the repo itself has no state source — README.md is 130 bytes identity-only)
Cross-repo dependency: Android release signing,fleet-manager,docs/ESTATE.md (cross-reference line),live-api@2026-09-04 (couch-legend docs/current-state.md corroborates: 'release signing ... on the phone-controller pattern'),MEASURED-PRIOR,hub,repositories/,distill,True,product-forge,none,"cross-checked ESTATE.md's cross-reference against couch-legend's own current-state.md wording, which independently names the same phone-controller pattern",,none,False,False,False,,"couch-legend's eventual release-signing step (managed keystore, not the current debug keystore) is planned to reuse product-forge's phone-controller keystore/release rails.",repo:menno420/couch-legend,yes,,docs/current-state.md
No fleet-manager Layer 2 folder exists for creator-kit,fleet-manager,docs/repos/ (absence) + docs/ESTATE.md creator-kit row,live-api@2026-09-04 (local fleet-manager tree),MEASURED,hub,repositories/,distill,True,docs/ESTATE.md,"none — creating docs/repos/creator-kit/README.md is a normal hub task, not owner-gated; refuter dropped it: not_needed_for_routing",ls /home/user/fleet-manager/docs/repos/creator-kit returned No such file or directory; grepped ESTATE.md for the existing row,,none,True,False,False,,"docs/repos/creator-kit/ does not exist in fleet-manager, so the hub's per-repo Layer-2 entry point (README.md's own convention) is missing for this repo; ESTATE.md's own row is currently the only hub-side detail.",repo:menno420/creator-kit,no,refuted by an adversarial lens,docs/current-state.md
"The 10 built Layer-2 folders — which repos have an entry point, and how fresh each one is",fleet-manager,docs/repos/spider-swing/README.md,50c1b1e6effd2cd5ba0ae821889e511651cc67c5@2026-09-04T00:00:00Z,MEASURED,hub,repositories/,distill,True,docs/repos/spider-swing/README.md | docs/repos/superbot/README.md | docs/repos/superbot-next/README.md | docs/repos/substrate-kit/README.md | docs/repos/venture-lab/README.md | docs/repos/product-forge/README.md | docs/repos/couch-legend/README.md | docs/repos/websites/README.md | docs/repos/estate-backups/README.md | docs/repos/spider-bot/README.md,,read spider-swing/README.md and superbot/README.md bodies at @50c1b1e6; for the other 8 I opened each file's status header and every '## Thread' block (grep -nE over each README) rather than accepting the enumerator's unopened-body claim — its verifier admitted 8 of 10 bodies were never opened,docs/repos/README.md § 'Tiers of ownership' — a Layer-2 folder is canonical for nothing; the repo's own docs/current-state.md and docs/PROJECT-CLOSEOUT.md hold the truth these blocks summarise,"resolved:the item is scoped to the routing/handoff layer (which repos have an entry point, and its freshness date), which is hub-owned; the per-repo state itself stays repo-canonical, which is why this is distill and not carry",False,True,False,,"Ten repos have a built docs/repos/<name>/README.md, all README-only except spider-swing: couch-legend (true as of 2026-08-22), estate-backups (2026-08-21), product-forge (2026-08-20), spider-bot (2026-08-24), spider-swing (2026-08-08 reference shape), substrate-kit (2026-08-28), superbot (2026-08-21), superbot-next (2026-08-21), venture-lab (2026-08-21), websites (2026-09-03). Each carries dated thread blocks that are load-bearing for continuing work (e.g. spider-bot's closed Phase-0 thread plus an active owner's-pick thread; substrate-kit's open post-sitting questions; superbot's rebuild-safety facts and its 'no root README, read docs/AGENT_ORIENTATION.md' pointer). Every one of these files declares itself 'canonical for nothing' — the repo's own docs win — so the successor inherits the routing/handoff layer, and must re-derive each thread's state from the repo at seed time rather than copying a fortnight-old block forward.",area:repos-and-owner-comments,yes,,docs/current-state.md
"The estate repository index -- which repo owns what, canonical entry points, name disambiguation",fleet-manager,docs/ESTATE.md,14ea77e@2026-09-04,MEASURED,hub,repositories/,distill,True,docs/repos/<name>/README.md -> repositories/<name>/ | docs/owner-comments/<name>/README.md,"the per-repo 'state (verified 2026-08-21)' column is product truth owned by each repository, not by the hub -- it must be regenerated or linked, never copied, or the index misstates several repos within weeks",enumerator read docs/ESTATE.md in full @14ea77e,,none,False,True,False,,"ESTATE.md is the one live surface naming every repository the account holds -- what each is, its state, owner-vocabulary aliases, where its Layer-2 folder and canonical entry point live -- plus the disambiguation table for when the owner's words name a product rather than a repo ('the bot' -> superbot vs superbot-next vs spider-bot). This is the router the new hub needs on day one to resolve any owner ask to the right repository.",area:run1-four-areas,yes,,docs/current-state.md
sim-lab's canonical entry points are README.md + CONVENTIONS.md; no docs/repos/sim-lab Layer-2 folder exists,fleet-manager,docs/ESTATE.md,local-read@2026-09-04,MEASURED,hub,repositories/,carry,False,https://github.com/menno420/sim-lab/blob/main/README.md | https://github.com/menno420/sim-lab/blob/main/CONVENTIONS.md,none,ls docs/repos/sim-lab (not found); grep of ESTATE.md,,none,False,False,False,,"ESTATE.md row cites README.md + CONVENTIONS.md as the entry, and there is no fleet-manager docs/repos/sim-lab directory — confirmed absent locally.",repo:menno420/sim-lab,yes,,docs/current-state.md
Pipeline dependency: idea-engine → sim-lab → fleet-manager,idea-engine,README.md,df6b027372b046678491e9ae306fc36cef61c01f@2026-09-04,MEASURED,hub,repositories/,distill,True,sim-lab repository | fleet-manager consolidation program,"none; adversary: successor_seed[6] 'Pipeline dependency' is stamped certainty MEASURED with verification_point df6b027@2026-09-04, but its live-state half (sim-lab #344 open) wa; refuter dropped it: unverified",this session,,none,True,True,False,True,"README.md's founding design (Q-0264) states the pipeline position: idea-engine (generate/probe, mark sim-ready) → sim-lab (reproduced-evidence verdict) → fleet-manager (final review, routes ORDERs); PROJECT-CLOSEOUT.md notes one open sim-lab PR (#344, a lagging P246 reproduction mirror) as the live edge of that dependency.",repo:menno420/idea-engine,no,refuted by an adversarial lens; an adversary showed the MEASURED tag is not earned,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
The idea corpus is exactly 566 non-README files,idea-engine,ideas/ (tree listing),df6b027372b046678491e9ae306fc36cef61c01f@2026-09-04,MEASURED,idea-engine,repositories/,distill,True,ideas/ directory in idea-engine,none; refuter dropped it: product_truth_duplicated,this session,,none,True,True,False,,"580 markdown files sit under ideas/ at the pinned SHA; 14 are per-section README.md files, leaving exactly 566 idea files — an exact match to the count OD-4 quotes.",repo:menno420/idea-engine,no,refuted by an adversarial lens,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
"product-forge's live product is phone-controller, not the seat-era build queue",product-forge,products/phone-controller/README.md; .sessions/2026-08-20-phone-controller-slice22-foldables.md; GitHub releases API,7a53b2667b29ac13817821bad6fe62eccf512ed7@2026-09-04 (tree+releases API cross-check),MEASURED,product-forge,repositories/,distill,True,products/phone-controller/README.md | control/status.md,none,estate-truth-baseline audit 2026-09-04,"product-forge/README.md (repo's own front door, which frames the repo as still waiting on ORDERs and never names phone-controller)",resolved:tree+release-history evidence overrides the repo's own stale front door,False,True,False,,"phone-controller is the repo's only actively-developed subtree: 22 shipped slice cards through 2026-08-20, stable-signed APK releases v0.4.0→v0.22.0, most recent two (Slice 21 keyboard support, Slice 22 foldables) both landing 2026-08-20 as pf #52/#53.",repo:menno420/product-forge,yes,,control/status.md
product-forge's own README is seat-era and actively misdirects a cold session,product-forge,README.md,7a53b2667b29ac13817821bad6fe62eccf512ed7@2026-09-04,MEASURED,product-forge,repositories/,distill,True,README.md,repo README not yet fixed; fix brief exists but is unexecuted,"estate-truth-baseline audit 2026-09-04, corroborating 2026-08-23-active-repo-intent-audit.md","ESTATE.md and docs/repos/product-forge/README.md, which already state the correct picture",resolved:hub's Layer-2 doc is accurate and should remain the routing source until the repo README itself is fixed,False,False,False,,"README.md (Status: binding) still frames the repo as a live 'product build seat' waiting on control/inbox.md ORDERs written by 'the fleet manager', a coordination seat retired 2026-07-21; its fallback instructs polishing 'the newest product's roughest edge' and writing a heartbeat for a coordinator that no longer exists, and it never names phone-controller.",repo:menno420/product-forge,yes,,control/status.md
Canonical state sources,shiftlife,docs/current-state.md,33d9064b376f657fd91e487c66ecb3e626ae3fb9@2026-09-04,MEASURED,shiftlife,repositories/,carry,False,docs/current-state.md | docs/plan-conformance.md,none,"read docs/current-state.md at pinned SHA, blob sha matched tree.json",,none,False,False,False,,"docs/current-state.md is the living ledger (source and merged work win over it); docs/plan-conformance.md is the item-by-item v1/Pro scorecard, explicitly to be re-verified against code, never trusted as-is.",repo:menno420/shiftlife,no,product truth (shiftlife) carried whole into the hub,docs/current-state.md (paired with docs/plan-conformance.md for the item-by-item scorecard)
Dependencies,shiftlife,README.md,33d9064b376f657fd91e487c66ecb3e626ae3fb9@2026-09-04,MEASURED,shiftlife,repositories/,carry,False,README.md | docs/current-state.md | docs/planning/2026-07-24-app-plan-life-admin.md (fleet-manager),none; refuter dropped it: not_needed_for_routing,read README.md and docs/current-state.md at pinned SHA,,none,True,False,False,,"Depends on fleet-manager for its owner-approved product plan (docs/planning/2026-07-24-app-plan-life-admin.md, owner GO 2026-07-24); on Railway for apps/api hosting/Postgres; on Expo for the mobile build, EAS beta, and push-notification token (owner-held credential, the OQ-SHIFTLIFE-PHASE0 blocker).",repo:menno420/shiftlife,no,refuted by an adversarial lens; product truth (shiftlife) carried whole into the hub,docs/current-state.md (paired with docs/plan-conformance.md for the item-by-item scorecard)
Repo identity and purpose,shiftlife,README.md,33d9064b376f657fd91e487c66ecb3e626ae3fb9@2026-09-04,MEASURED,shiftlife,repositories/,distill,True,README.md | docs/PRODUCT.md,none; refuter dropped it: product_truth_duplicated,"read README.md at pinned SHA, blob sha matched tree.json entry",,none,True,False,False,,"ShiftLife (working title): private, free-forever-core / one-time-Pro shift calendar for shift-working households; binnenvaart (Dutch inland shipping) is the first community, then nursing/police/factory/transport. Monorepo: packages/domain (pure rotation/overlap engine, zero runtime deps), packages/tokens, apps/mobile (Expo), apps/api (Hono+Postgres on Railway).",repo:menno420/shiftlife,no,refuted by an adversarial lens,docs/current-state.md (paired with docs/plan-conformance.md for the item-by-item scorecard)
"harness/ (the reusable library) exists as documented, 4 files",sim-lab,git/trees (harness/*),72ed751e657edfbadd115a6e2c47adade9cb84b1@2026-09-04,MEASURED,sim-lab,repositories/,archive_only,False,https://github.com/menno420/sim-lab/tree/main/harness,none; refuter dropped it: product_truth_duplicated,recursive tree listing at pinned SHA,,none,True,False,False,,"Tree at pinned SHA confirms harness/README.md, harness/REPORT_TEMPLATE.md, harness/selftest.py, harness/simharness.py — matching README's description of harness v0.1 as the standing second product.",repo:menno420/sim-lab,no,refuted by an adversarial lens,docs/current-state.md
sim-lab current operating role and owner-open scope question,sim-lab,docs/current-state.md,72ed751e657edfbadd115a6e2c47adade9cb84b1@2026-09-04,MEASURED,sim-lab,repositories/,distill,True,https://github.com/menno420/sim-lab/blob/main/docs/current-state.md | https://github.com/menno420/sim-lab/blob/main/README.md | https://github.com/menno420/sim-lab/blob/main/harness/README.md,owner has not answered whether sim-lab still needs its own repository,"compare API f54ec219aff6...72ed751e657e confirms the current-state.md banner is the only substantive change since the prior audit, and matches ESTATE.md's on-demand-at-rest description",README.md (front door) still reads as an active seat-era pipeline with no on-demand framing,"resolved:current-state.md is the newer, self-flagged authoritative statement; README.md is stale framing on a live-but-unchanged contract file",False,True,False,,"OD-4 keeps sim-lab as a standing asset (harness/ + 4-gate method); OD-10 makes it on-demand with no standing loop; the method now runs mainly inside consuming repos (evidence: couch-legend's own docs/sim/ files), leaving sim-lab's centre of gravity as the harness/ library; whether sim-lab still needs to be its own repository is an explicit open owner question, not to be pre-empted.",repo:menno420/sim-lab,yes,,docs/current-state.md
"Railway build system is RAILPACK, not NIXPACKS",spider-bot,.railway/railway.ts,bf4d75278a74147aaf9c7f19e2da2c7abb1939cb@2026-09-04,MEASURED,spider-bot,repositories/,distill,True,,none,this audit session,spider-bot README.md (Deployment section) | fleet-manager docs/repos/spider-bot/README.md (Threads section),"resolved:repo source (.railway/railway.ts) plus the two merged migration commits (bc4f998, bf4d752) outrank both README copies, which were never updated after the migration",False,False,False,,"As of the pinned SHA, .railway/railway.ts declares builder: ""RAILPACK"". Both the repo's own README.md and fleet-manager's docs/repos/spider-bot/README.md still say NIXPACKS — this is stale in both places and should be corrected wherever it is carried forward.",repo:menno420/spider-bot,yes,,README.md (Status section); CLAUDE.md for the 12 invariants
canonical entry points,spider-bot,"README.md, CLAUDE.md, docs/extraction-ledger.md",bf4d75278a74147aaf9c7f19e2da2c7abb1939cb@2026-09-04,MEASURED,spider-bot,repositories/,carry,False,README.md | CLAUDE.md | docs/extraction-ledger.md,none; refuter dropped it: unverified,this audit session,,none,True,False,False,,"README.md is the front door (identity, stack, deploy trap, secrets-by-name, invariants); CLAUDE.md carries the 12 invariants and verify commands; docs/extraction-ledger.md tracks every reuse from superbot/superbot-next.",repo:menno420/spider-bot,no,refuted by an adversarial lens; product truth (spider-bot) carried whole into the hub,README.md (Status section); CLAUDE.md for the 12 invariants
dependency relationship: superbot / superbot-next,spider-bot,"README.md (Stack ruling section), docs/extraction-ledger.md",bf4d75278a74147aaf9c7f19e2da2c7abb1939cb@2026-09-04,MEASURED,spider-bot,repositories/,distill,True,docs/extraction-ledger.md,none; refuter dropped it: stale_on_copy,this audit session,,none,True,True,False,,"spider-bot is the clean game-community repo called for by the 2026-08-21 GCB plan; superbot (live, frozen) is its behavior/UX oracle and superbot-next (parked) its architecture donor. Neither source repo is modified; every reuse gets a row in spider-bot's own docs/extraction-ledger.md, which has grown from 6 rows at 2026-08-24 registration to 14 rows as of this pinned SHA.",repo:menno420/spider-bot,no,refuted by an adversarial lens,README.md (Status section); CLAUDE.md for the 12 invariants
deploy trap — push to main deploys straight to production,spider-bot,".github/workflows/ci.yml, README.md (Deployment section)",bf4d75278a74147aaf9c7f19e2da2c7abb1939cb@2026-09-04,MEASURED,spider-bot,repositories/,carry,False,,none,this audit session,,none,False,False,False,,"No PR gate on main; CI workflow 'quality' (ruff + pytest + compileall) is explicitly informational only per its own header comment, and is not wired as a required status check. Railway's serviceInstanceDeployV2 rebuilds a stored snapshot and does not pull latest commit until serviceConnect arms the branch — deploy status SUCCESS alone does not prove which code is running; verify meta.commitHash against HEAD.",repo:menno420/spider-bot,no,product truth (spider-bot) carried whole into the hub,README.md (Status section); CLAUDE.md for the 12 invariants
